jis_mesh,unified_genre,restaurant_count,lat,lng,mesh_code,population,pop_working,pop_adult,pop_elderly,households,single_households,young_single,genre_diversity,genre_hhi,other_genre_count,genre_share,neighbor_avg_restaurants,neighbor_avg_population,working_ratio,elderly_ratio,single_ratio,young_single_ratio,saturation_index,genre_saturation,nearest_station_distance,nearest_station_name,nearest_station_passengers,land_price,google_avg_rating,google_total_reviews,google_match_count,reviews_per_shop,google_density,demand_score,competitor_density,opportunity_score,reason
6441426544,izakaya,1,43.0579943258,141.3225010447,6441426544,1819.0,1224.0,1443.0,254.0,1228.0,877.0,134.0,3,0.3333333333333333,2,0.3333333333333333,5.375,1150.25,0.6725274725274726,0.1395604395604395,0.7135882831570383,0.1090317331163547,8.13338755591704,4.06669377795852,0.3991501334839172,円山公園,22820.0,0.0,0.0,0.0,0,0.0,0.0,0.957345971563981,4.06669377795852,0.8337913315251902,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,819人。円山公園駅から399m（徒歩圏）"
6441426622,washoku,1,43.0513927499,141.3347436479,6441426622,1410.0,906.0,1218.0,360.0,858.0,533.0,135.0,4,0.3333333333333333,5,0.1666666666666666,1.5,806.375,0.6420978029766123,0.2551381998582565,0.6204889406286379,0.1571594877764842,24.390243902439025,4.878048780487805,0.0283447790304732,西線6条,2320.0,303000.0,0.0,0.0,0,0.0,0.0,0.741969457609268,4.878048780487805,0.832248061738101,"和食の競合がほぼなし（1店舗）。商圏人口1,410人。飽和度が高い。西線6条駅から28m（駅近）"
6441426741,washoku,1,43.0561236198,141.3449432513,6441426741,1681.0,1118.0,1376.0,278.0,1185.0,842.0,94.0,4,0.3400000000000001,9,0.1,18.0,780.125,0.6646848989298454,0.1652794292508917,0.7099494097807757,0.0792580101180438,38.77638948728996,4.308487720809996,0.2149708733024333,西8丁目,1330.0,0.0,0.0,0.0,0,0.0,0.0,0.8846761453396524,4.308487720809996,0.8314381965827402,"和食の競合がほぼなし（1店舗）。商圏人口1,681人。飽和度が高い。西8丁目駅から215m（駅近）"
6441426741,italian,1,43.0560608969,141.3463872883,6441426741,1681.0,1118.0,1376.0,278.0,1185.0,842.0,94.0,4,0.3400000000000001,9,0.1,18.0,780.125,0.6646848989298454,0.1652794292508917,0.7099494097807757,0.0792580101180438,38.77638948728996,4.308487720809996,0.2346926047773851,西8丁目,1330.0,0.0,0.0,0.0,0,0.0,0.0,0.8846761453396524,4.308487720809996,0.8283581325022449,"イタリアンの競合がほぼなし（1店舗）。商圏人口1,681人。飽和度が高い。西8丁目駅から235m（駅近）"
6441429743,washoku,1,43.0812730859,141.3455772184,6441429743,1699.0,1341.0,1391.0,195.0,1423.0,1243.0,643.0,3,0.3333333333333333,2,0.3333333333333333,2.0,641.0,0.7888235294117647,0.1147058823529411,0.8728932584269663,0.4515449438202247,8.550662676357417,4.275331338178709,0.0958348603886395,北18条,11542.0,0.0,0.0,0.0,0,0.0,0.0,0.8941548183254344,4.275331338178709,0.8213913428776821,"和食の競合がほぼなし（1店舗）。商圏人口1,699人。北18条駅から96m（駅近）"
6441429411,other,1,43.0756101193,141.3017574474,6441429411,1666.0,1077.0,1430.0,384.0,1137.0,787.0,101.0,3,0.44,4,0.2,6.5,812.0,0.6460707858428314,0.2303539292141571,0.6915641476274165,0.0887521968365553,17.346053772766695,4.336513443191674,0.1803343944946196,琴似,24130.0,0.0,0.0,0.0,0,0.0,0.0,0.8767772511848341,4.336513443191674,0.8106609193484151,"その他の競合がほぼなし（1店舗）。商圏人口1,666人。琴似駅から180m（駅近）"
6441429743,cafe,1,43.0825607307,141.346292074,6441429743,1699.0,1341.0,1391.0,195.0,1423.0,1243.0,643.0,3,0.3333333333333333,2,0.3333333333333333,2.0,641.0,0.7888235294117647,0.1147058823529411,0.8728932584269663,0.4515449438202247,8.550662676357417,4.275331338178709,0.1149291780911284,北18条,11542.0,0.0,0.0,0.0,0,0.0,0.0,0.8941548183254344,4.275331338178709,0.8088468420423919,"カフェの競合がほぼなし（1店舗）。商圏人口1,699人。北18条駅から115m（駅近）"
6441426622,cafe,1,43.0511422465,141.3354113792,6441426622,1410.0,906.0,1218.0,360.0,858.0,533.0,135.0,4,0.3333333333333333,5,0.1666666666666666,1.5,806.375,0.6420978029766123,0.2551381998582565,0.6204889406286379,0.1571594877764842,24.390243902439025,4.878048780487805,0.035134365061463,西線6条,2320.0,303000.0,0.0,0.0,0,0.0,0.0,0.741969457609268,4.878048780487805,0.8023956173922536,"カフェの競合がほぼなし（1店舗）。商圏人口1,410人。飽和度が高い。西線6条駅から35m（駅近）"
6441424912,other,1,43.0345569943,141.3680596491,6441424912,1308.0,841.0,1166.0,356.0,902.0,624.0,109.0,5,0.3553719008264462,10,0.0909090909090909,1.875,640.625,0.6424751718869366,0.2719633307868602,0.6910299003322259,0.1207087486157253,51.3347022587269,5.13347022587269,0.0401042376204566,平岸,13784.0,0.0,0.0,0.0,0,0.0,0.0,0.6882569773565034,5.13347022587269,0.7854230640721792,"その他の競合がほぼなし（1店舗）。商圏人口1,308人。飽和度が高い。平岸駅から40m（駅近）"
6441428744,other,1,43.0743765528,141.3495250511,6441428744,1512.0,1132.0,1258.0,212.0,1208.0,1034.0,523.0,5,0.2222222222222222,5,0.1666666666666666,3.5,507.875,0.7481824190350297,0.1401189689358889,0.8552522746071133,0.4325889164598842,23.234200743494423,4.646840148698884,0.1041014960390891,北12条,7998.0,0.0,0.0,0.0,0,0.0,0.0,0.7956819378620327,4.646840148698884,0.7757981828189364,"その他の競合がほぼなし（1店舗）。商圏人口1,512人。飽和度が高い。北12条駅から104m（駅近）"
6441428744,washoku,1,43.0745446002,141.3499008395,6441428744,1512.0,1132.0,1258.0,212.0,1208.0,1034.0,523.0,5,0.2222222222222222,5,0.1666666666666666,3.5,507.875,0.7481824190350297,0.1401189689358889,0.8552522746071133,0.4325889164598842,23.234200743494423,4.646840148698884,0.1257032616130764,北12条,7998.0,0.0,0.0,0.0,0,0.0,0.0,0.7956819378620327,4.646840148698884,0.7646472854899792,"和食の競合がほぼなし（1店舗）。商圏人口1,512人。飽和度が高い。北12条駅から126m（駅近）"
6441426622,chinese,1,43.0510286254,141.33468312,6441426622,1410.0,906.0,1218.0,360.0,858.0,533.0,135.0,4,0.3333333333333333,5,0.1666666666666666,1.5,806.375,0.6420978029766123,0.2551381998582565,0.6204889406286379,0.1571594877764842,24.390243902439025,4.878048780487805,0.0487366793182816,西線6条,2320.0,303000.0,0.0,0.0,0,0.0,0.0,0.741969457609268,4.878048780487805,0.7633523409887985,"中華の競合がほぼなし（1店舗）。商圏人口1,410人。飽和度が高い。西線6条駅から49m（駅近）"
6441428744,izakaya,1,43.0736207631,141.3480532886,6441428744,1512.0,1132.0,1258.0,212.0,1208.0,1034.0,523.0,5,0.2222222222222222,5,0.1666666666666666,3.5,507.875,0.7481824190350297,0.1401189689358889,0.8552522746071133,0.4325889164598842,23.234200743494423,4.646840148698884,0.1373197881609602,北12条,7998.0,0.0,0.0,0.0,0,0.0,0.0,0.7956819378620327,4.646840148698884,0.7600029122865039,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,512人。飽和度が高い。北12条駅から137m（駅近）"
6441429722,yakiniku,1,43.0752069607,141.3480937439,6441429722,1457.0,1147.0,1194.0,149.0,1169.0,985.0,573.0,3,0.375,3,0.25,2.5,742.375,0.7866941015089163,0.1021947873799725,0.8418803418803419,0.4897435897435897,14.30615164520744,4.768717215069146,0.0489617364169938,北12条,7998.0,0.0,0.0,0.0,0,0.0,0.0,0.7667193259610321,4.768717215069146,0.7516728888367168,"焼肉の競合がほぼなし（1店舗）。商圏人口1,457人。北12条駅から49m（駅近）"
6441428744,cafe,1,43.0733874533,141.3479066497,6441428744,1512.0,1132.0,1258.0,212.0,1208.0,1034.0,523.0,5,0.2222222222222222,5,0.1666666666666666,3.5,507.875,0.7481824190350297,0.1401189689358889,0.8552522746071133,0.4325889164598842,23.234200743494423,4.646840148698884,0.1652849475743388,北12条,7998.0,0.0,0.0,0.0,0,0.0,0.0,0.7956819378620327,4.646840148698884,0.7513469813301518,"カフェの競合がほぼなし（1店舗）。商圏人口1,512人。飽和度が高い。北12条駅から165m（駅近）"
6441520743,chinese,1,43.09067138,141.3453105598,6441520743,1174.0,775.0,1053.0,302.0,854.0,624.0,117.0,8,0.263671875,31,0.03125,4.75,613.625,0.6595744680851063,0.2570212765957447,0.7298245614035088,0.1368421052631579,170.89305402425578,5.512679162072767,0.1115554374090332,北24条,23078.0,0.0,0.0,0.0,0,0.0,0.0,0.617693522906793,5.512679162072767,0.7408349835425293,"中華の競合がほぼなし（1店舗）。商圏人口1,174人。飽和度が高い。北24条駅から112m（駅近）"
6441424824,ramen,1,43.0371953357,141.361111797,6441424824,1480.0,1003.0,1334.0,366.0,1076.0,780.0,140.0,3,0.375,3,0.25,1.25,668.125,0.6772451046590142,0.2471303173531397,0.724233983286908,0.1299907149489322,14.150943396226417,4.716981132075472,0.065740301843931,中の島,10278.0,283000.0,0.0,0.0,0,0.0,0.0,0.7788309636650869,4.716981132075472,0.7353790404775282,"ラーメンの競合がほぼなし（1店舗）。商圏人口1,480人。中の島駅から66m（駅近）"
6441520732,izakaya,1,43.0888676323,141.3429297786,6441520732,1587.0,1118.0,1355.0,287.0,1046.0,709.0,158.0,2,0.5,1,0.5,9.125,667.25,0.7040302267002518,0.1807304785894206,0.6771728748806113,0.1509073543457497,4.49034575662326,4.49034575662326,0.1717180590757153,北24条,23078.0,0.0,0.0,0.0,0,0.0,0.0,0.8351764086361243,4.49034575662326,0.7282223133440203,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,587人。飽和度が低く参入余地あり。北24条駅から172m（駅近）"
6441520743,ramen,1,43.091292651,141.3440136974,6441520743,1174.0,775.0,1053.0,302.0,854.0,624.0,117.0,8,0.263671875,31,0.03125,4.75,613.625,0.6595744680851063,0.2570212765957447,0.7298245614035088,0.1368421052631579,170.89305402425578,5.512679162072767,0.1715836229590371,北24条,23078.0,0.0,0.0,0.0,0,0.0,0.0,0.617693522906793,5.512679162072767,0.7225214225660173,"ラーメンの競合がほぼなし（1店舗）。商圏人口1,174人。飽和度が高い。北24条駅から172m（駅近）"
6441520732,washoku,1,43.0883876967,141.3431164572,6441520732,1587.0,1118.0,1355.0,287.0,1046.0,709.0,158.0,2,0.5,1,0.5,9.125,667.25,0.7040302267002518,0.1807304785894206,0.6771728748806113,0.1509073543457497,4.49034575662326,4.49034575662326,0.1990957203249789,北24条,23078.0,0.0,0.0,0.0,0,0.0,0.0,0.8351764086361243,4.49034575662326,0.7222671127461657,"和食の競合がほぼなし（1店舗）。商圏人口1,587人。飽和度が低く参入余地あり。北24条駅から199m（駅近）"
6441426932,izakaya,1,43.0549592466,141.3682806107,6441426932,1620.0,1050.0,1512.0,490.0,1013.0,728.0,228.0,2,0.5,1,0.5,0.625,422.875,0.6477483035163479,0.3022825416409623,0.717948717948718,0.2248520710059171,4.424778761061947,4.424778761061947,0.4350927184920261,菊水,18706.0,0.0,0.0,0.0,0,0.0,0.0,0.8525539757767245,4.424778761061947,0.7213111992503546,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,620人。飽和度が低く参入余地あり。菊水駅から435m（徒歩圏）"
6441426932,cafe,1,43.0549489672,141.3681931194,6441426932,1620.0,1050.0,1512.0,490.0,1013.0,728.0,228.0,2,0.5,1,0.5,0.625,422.875,0.6477483035163479,0.3022825416409623,0.717948717948718,0.2248520710059171,4.424778761061947,4.424778761061947,0.4416153981794574,菊水,18706.0,0.0,0.0,0.0,0,0.0,0.0,0.8525539757767245,4.424778761061947,0.7210387317472723,"カフェの競合がほぼなし（1店舗）。商圏人口1,620人。飽和度が低く参入余地あり。菊水駅から442m（徒歩圏）"
6441520743,italian,1,43.0911438491,141.3461207339,6441520743,1174.0,775.0,1053.0,302.0,854.0,624.0,117.0,8,0.263671875,31,0.03125,4.75,613.625,0.6595744680851063,0.2570212765957447,0.7298245614035088,0.1368421052631579,170.89305402425578,5.512679162072767,0.1927024449637894,北24条,23078.0,0.0,0.0,0.0,0,0.0,0.0,0.617693522906793,5.512679162072767,0.7186577289912405,"イタリアンの競合がほぼなし（1店舗）。商圏人口1,174人。飽和度が高い。北24条駅から193m（駅近）"
6441424912,washoku,1,43.0345683628,141.3674788687,6441424912,1308.0,841.0,1166.0,356.0,902.0,624.0,109.0,5,0.3553719008264462,10,0.0909090909090909,1.875,640.625,0.6424751718869366,0.2719633307868602,0.6910299003322259,0.1207087486157253,51.3347022587269,5.13347022587269,0.0861198597325959,平岸,13784.0,0.0,0.0,0.0,0,0.0,0.0,0.6882569773565034,5.13347022587269,0.7162603508346468,"和食の競合がほぼなし（1店舗）。商圏人口1,308人。飽和度が高い。平岸駅から86m（駅近）"
6441424824,washoku,1,43.0371589644,141.3615159286,6441424824,1480.0,1003.0,1334.0,366.0,1076.0,780.0,140.0,3,0.375,3,0.25,1.25,668.125,0.6772451046590142,0.2471303173531397,0.724233983286908,0.1299907149489322,14.150943396226417,4.716981132075472,0.0882269779238403,中の島,10278.0,283000.0,0.0,0.0,0,0.0,0.0,0.7788309636650869,4.716981132075472,0.7115942715473836,"和食の競合がほぼなし（1店舗）。商圏人口1,480人。中の島駅から88m（駅近）"
6441426914,izakaya,1,43.0530467068,141.3684573773,6441426914,1594.0,1052.0,1375.0,396.0,904.0,468.0,115.0,2,0.5,1,0.5,0.625,436.875,0.6595611285266457,0.2482758620689655,0.5171270718232044,0.1270718232044199,4.476275738585497,4.476275738585497,0.6246664574302384,学園前,42954.0,0.0,0.0,0.0,0,0.0,0.0,0.8388625592417062,4.476275738585497,0.7006107948755174,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,594人。飽和度が低く参入余地あり。学園前駅から625m（徒歩圏）"
6441426914,washoku,1,43.0534529571,141.3657281602,6441426914,1594.0,1052.0,1375.0,396.0,904.0,468.0,115.0,2,0.5,1,0.5,0.625,436.875,0.6595611285266457,0.2482758620689655,0.5171270718232044,0.1270718232044199,4.476275738585497,4.476275738585497,0.7214379438568497,学園前,42954.0,0.0,0.0,0.0,0,0.0,0.0,0.8388625592417062,4.476275738585497,0.6988804467676444,"和食の競合がほぼなし（1店舗）。商圏人口1,594人。飽和度が低く参入余地あり。学園前駅から721m（徒歩圏）"
6441424912,italian,1,43.0350007986,141.3671224864,6441424912,1308.0,841.0,1166.0,356.0,902.0,624.0,109.0,5,0.3553719008264462,10,0.0909090909090909,1.875,640.625,0.6424751718869366,0.2719633307868602,0.6910299003322259,0.1207087486157253,51.3347022587269,5.13347022587269,0.1203030915656453,平岸,13784.0,0.0,0.0,0.0,0,0.0,0.0,0.6882569773565034,5.13347022587269,0.6965043250994347,"イタリアンの競合がほぼなし（1店舗）。商圏人口1,308人。飽和度が高い。平岸駅から120m（駅近）"
6441426844,other,1,43.0564624597,141.3616922389,6441426844,1541.0,936.0,1362.0,448.0,976.0,741.0,166.0,2,0.5555555555555556,2,0.3333333333333333,10.25,603.25,0.6070038910505836,0.2905317769130999,0.7584442169907881,0.1699078812691914,9.170105456212749,4.5850527281063735,0.5434556193534285,バスセンター前,16730.0,575000.0,0.0,0.0,0,0.0,0.0,0.8109531332280148,4.5850527281063735,0.692587056723671,"その他の競合がほぼなし（1店舗）。商圏人口1,541人。バスセンター前駅から543m（徒歩圏）"
6441429412,cafe,1,43.0766022922,141.3039374633,6441429412,1203.0,775.0,1038.0,287.0,851.0,612.0,92.0,5,0.43,19,0.05,5.875,1331.625,0.643687707641196,0.2383720930232558,0.7183098591549296,0.107981220657277,103.09278350515464,5.425935973955506,0.0735342115416838,琴似,24130.0,0.0,0.0,0.0,0,0.0,0.0,0.6329647182727751,5.425935973955506,0.6909325994230516,"カフェの競合がほぼなし（1店舗）。商圏人口1,203人。飽和度が高い。琴似駅から74m（駅近）"
6441429412,yakiniku,1,43.0753296559,141.3035342446,6441429412,1203.0,775.0,1038.0,287.0,851.0,612.0,92.0,5,0.43,19,0.05,5.875,1331.625,0.643687707641196,0.2383720930232558,0.7183098591549296,0.107981220657277,103.09278350515464,5.425935973955506,0.0752299275880197,琴似,24130.0,0.0,0.0,0.0,0,0.0,0.0,0.6329647182727751,5.425935973955506,0.6893025044909008,"焼肉の競合がほぼなし（1店舗）。商圏人口1,203人。飽和度が高い。琴似駅から75m（駅近）"
6441426542,chinese,1,43.0555468956,141.3240404956,6441426542,1349.0,861.0,1030.0,287.0,738.0,435.0,42.0,6,0.1875,15,0.0625,3.875,1072.875,0.6377777777777778,0.2125925925925925,0.5886332882273342,0.0568335588633288,75.41478129713424,5.027652086475616,0.4206856910730444,円山公園,22820.0,0.0,0.0,0.0,0,0.0,0.0,0.7098472880463402,5.027652086475616,0.6725667962459843,"中華の競合がほぼなし（1店舗）。商圏人口1,349人。飽和度が高い。円山公園駅から421m（徒歩圏）"
6441426634,cafe,1,43.05689303,141.3297573855,6441426634,1218.0,774.0,961.0,229.0,913.0,745.0,115.0,5,0.2345679012345679,8,0.1111111111111111,3.0,837.375,0.6349466776045939,0.1878589007383101,0.8150984682713348,0.1258205689277899,43.05705059203444,5.382131324004305,0.0474503626015419,西18丁目,26516.0,1000000.0,0.0,0.0,0,0.0,0.0,0.6408636124275935,5.382131324004305,0.6672925260289996,"カフェの競合がほぼなし（1店舗）。商圏人口1,218人。飽和度が高い。西18丁目駅から47m（駅近）"
6441429412,washoku,1,43.0768653308,141.3043974048,6441429412,1203.0,775.0,1038.0,287.0,851.0,612.0,92.0,5,0.43,19,0.05,5.875,1331.625,0.643687707641196,0.2383720930232558,0.7183098591549296,0.107981220657277,103.09278350515464,5.425935973955506,0.1095398109352678,琴似,24130.0,0.0,0.0,0.0,0,0.0,0.0,0.6329647182727751,5.425935973955506,0.666254633093862,"和食の競合がほぼなし（1店舗）。商圏人口1,203人。飽和度が高い。琴似駅から110m（駅近）"
6441433143,washoku,1,43.0321415158,141.3954225476,6441433143,1425.0,962.0,1247.0,336.0,762.0,399.0,68.0,4,0.28,4,0.2,0.875,398.5,0.6746143057503506,0.2356241234221598,0.5229357798165137,0.0891218872870249,19.37046004842615,4.842615012106537,0.1893846983570356,月寒中央,15498.0,0.0,0.0,0.0,0,0.0,0.0,0.7498683517640864,4.842615012106537,0.6606197337510156,"和食の競合がほぼなし（1店舗）。商圏人口1,425人。月寒中央駅から189m（駅近）"
6441426634,yakiniku,1,43.0570430466,141.330821167,6441426634,1218.0,774.0,961.0,229.0,913.0,745.0,115.0,5,0.2345679012345679,8,0.1111111111111111,3.0,837.375,0.6349466776045939,0.1878589007383101,0.8150984682713348,0.1258205689277899,43.05705059203444,5.382131324004305,0.0520324683752791,西18丁目,26516.0,1000000.0,0.0,0.0,0,0.0,0.0,0.6408636124275935,5.382131324004305,0.6584435696828698,"焼肉の競合がほぼなし（1店舗）。商圏人口1,218人。飽和度が高い。西18丁目駅から52m（駅近）"
6441424842,italian,1,43.0382757609,141.3611364513,6441424842,1378.0,857.0,1220.0,392.0,897.0,585.0,87.0,3,0.3333333333333333,2,0.3333333333333333,0.75,381.25,0.621464829586657,0.2842639593908629,0.6514476614699332,0.0968819599109131,9.910802775024775,4.955401387512389,0.0683330506848144,中の島,10278.0,0.0,0.0,0.0,0,0.0,0.0,0.7251184834123223,4.955401387512389,0.6574914897809737,"イタリアンの競合がほぼなし（1店舗）。商圏人口1,378人。中の島駅から68m（駅近）"
6441433143,yakiniku,1,43.0324081587,141.3956866737,6441433143,1425.0,962.0,1247.0,336.0,762.0,399.0,68.0,4,0.28,4,0.2,0.875,398.5,0.6746143057503506,0.2356241234221598,0.5229357798165137,0.0891218872870249,19.37046004842615,4.842615012106537,0.2115362599486293,月寒中央,15498.0,0.0,0.0,0.0,0,0.0,0.0,0.7498683517640864,4.842615012106537,0.6567710711197065,"焼肉の競合がほぼなし（1店舗）。商圏人口1,425人。月寒中央駅から212m（駅近）"
6441424922,washoku,1,43.0341905036,141.3720818,6441424922,1453.0,1033.0,1244.0,254.0,886.0,541.0,134.0,2,0.5555555555555556,2,0.3333333333333333,2.0,705.125,0.7104539202200826,0.1746905089408528,0.6099210822998873,0.1510710259301014,9.555661729574773,4.777830864787386,0.2934824698837233,平岸,13784.0,194000.0,0.0,0.0,0,0.0,0.0,0.764612954186414,4.777830864787386,0.6563181850964951,"和食の競合がほぼなし（1店舗）。商圏人口1,453人。平岸駅から293m（駅近）"
6441429811,italian,1,43.075442622,141.3522027943,6441429811,1483.0,1108.0,1214.0,193.0,1010.0,743.0,385.0,2,0.5,1,0.5,2.125,820.375,0.7466307277628033,0.1300539083557951,0.734915924826904,0.380811078140455,4.710315591144607,4.710315591144607,0.2686387444978172,北13条東,6440.0,0.0,0.0,0.0,0,0.0,0.0,0.7804107424960506,4.710315591144607,0.653823394012746,"イタリアンの競合がほぼなし（1店舗）。商圏人口1,483人。飽和度が低く参入余地あり。北13条東駅から269m（駅近）"
6441424744,izakaya,1,43.041067253,141.3491696091,6441424744,1316.0,848.0,1112.0,298.0,784.0,453.0,77.0,2,0.6800000000000002,4,0.2,0.875,698.5,0.6438876233864844,0.2262718299164768,0.5770700636942675,0.0980891719745223,20.449897750511248,5.112474437627812,0.1366952551736982,行啓通,1437.0,0.0,0.0,0.0,0,0.0,0.0,0.6924697209057399,5.112474437627812,0.6537732193191096,"居酒屋の競合がほぼなし（1店舗）。商圏人口1,316人。飽和度が高い。行啓通駅から137m（駅近）"
